case_code,modifier_name,change_value
거33-2,A 자전거도로를 통행 중인 경우,-10
거33-2,B 역통행,10
거33-2,B 현저한 과실,10
거33-2,B 중대한 과실,20
거41-1,2차로 이상인 경우,5
거41-1,A 인근에 자전거도로가 있는 경우,5
거41-1,A 야간·기타 시야장애,10
거41-1,A 현저한 과실,5
거41-1,A 중대한 과실,10
거41-1,A 어린이·노인·장애인,-10
거41-1,B 현저한 과실,10
거41-1,B 중대한 과실,20
거42-1,A 야간·기타 시야장애,5
거42-1,A 현저한 과실,5
거42-1,A 중대한 과실,10
거42-1,A 어린이·노인·장애인,-10
거42-1,B 현저한 과실,10
거42-1,B 중대한 과실,20
거43-1,A 진로변경이 예측 가능한 특별한 사정이 있을 때,10
거43-1,A 인명보호 장구 미착용,10
거43-1,A 현저한 과실,10
거43-1,A 중대한 과실,20
거43-1,차로와 자전거전용 도로/차로 사이에 점선 표시가 있는 경우,10
거43-1,B 진로변경 신호불이행,10
거43-1,B 급 진로변경,10
거43-1,B 현저한 과실,10
거43-1,B 중대한 과실,10
거43-2,A 진로변경이 예측 가능한 특별한 사정이 있을 때,10
거43-2,A 인명보호 장구 미착용,10
거43-2,A 현저한 과실,10
거43-2,A 중대한 과실,20
거43-2,차로와 자전거전용 도로/차로 사이에 점선 표시가 있는 경우,10
거43-2,B 진로변경 신호불이행,10
거43-2,B 급 진로변경,10
거43-2,B 현저한 과실,10
거43-2,B 중대한 과실,10
거43-3,A 진로변경이 예측 가능한 특별한 사정이 있을 때,10
거43-3,A 인명보호 장구 미착용,10
거43-3,A 현저한 과실,10
거43-3,A 중대한 과실,20
거43-3,차로와 자전거전용 도로/차로 사이에 점선 표시가 있는 경우,10
거43-3,B 진로변경 신호불이행,10
거43-3,B 급 진로변경,10
거43-3,B 현저한 과실,10
거43-3,B 중대한 과실,10
